course_code,course_name,subject
PIM 856,Strategic Management II,PIM - Integrative Management
PIM 862,Customer and Competitor Analysis,PIM - Integrative Management
PIM 863,Marketing Systems,PIM - Integrative Management
PIM 870,Supply Chain Management,PIM - Integrative Management
PIM 872,International Strategies,PIM - Integrative Management
PIM 873A,Current Business Issues: Finance,PIM - Integrative Management
PIM 873F,Current Business Issues: Management,PIM - Integrative Management
PIM 874,The Global Marketplace,PIM - Integrative Management
PIM 875,Supply Chain Management II,PIM - Integrative Management
PIM 876,Ethics in the Workplace,PIM - Integrative Management
PIM 881,Leadership Communications,PIM - Integrative Management
PIM 891,Special Topics in Business,PIM - Integrative Management
PKG 101,Principles of Packaging,PKG - Packaging
PKG 102,Introductory Packaging Seminar,PKG - Packaging
PKG 221,Packaging with Glass and Metal,PKG - Packaging
PKG 221,Packaging with Glass and Metal (Interim Change),PKG - Packaging
PKG 315,Packaging Decision Systems,PKG - Packaging
PKG 322,Packaging with Paper and Paperboard,PKG - Packaging
PKG 323,Packaging with Plastics,PKG - Packaging
PKG 410,Distribution Packaging Dynamics,PKG - Packaging
PKG 411,Package Development Technology,PKG - Packaging
PKG 421,Virtual Design and Prototyping,PKG - Packaging
PKG 430,Packaging for Fast-Moving Consumer Goods,PKG - Packaging
PKG 432,Packaging Processes,PKG - Packaging
PKG 432,Packaging Processes (Interim Change),PKG - Packaging
PKG 441,AI and Robotics in Packaging,PKG - Packaging
PKG 441,AI and Robotics in Packaging (Interim Change),PKG - Packaging
PKG 444,Radio Frequency Identification (RFID) for Packaging,PKG - Packaging
PKG 450,Automotive and Industrial Packaging,PKG - Packaging
PKG 452,Medical Packaging,PKG - Packaging
PKG 455,Food Packaging,PKG - Packaging
PKG 456,Packaging and Shelf Life of Perishable Food,PKG - Packaging
PKG 465,Packaging Value Chain,PKG - Packaging
PKG 470,Packaging Sustainability,PKG - Packaging
PKG 477,Hazardous Materials Packaging,PKG - Packaging
PKG 480,Packaging Laws and Regulations,PKG - Packaging
PKG 485,Packaging Development (W),PKG - Packaging
PKG 490,Directed Studies in Packaging Problems,PKG - Packaging
PKG 491,Special Topics,PKG - Packaging
PKG 493,Professional Internship in Packaging,PKG - Packaging
PKG 499,Undergraduate Research,PKG - Packaging
PKG 801,Packaging Materials,PKG - Packaging
PKG 803,Packaging Distribution and Dynamics,PKG - Packaging
PKG 804,Packaging Processes,PKG - Packaging
PKG 805,Advanced Packaging Dynamics,PKG - Packaging
PKG 810,Packaging Professional Seminar,PKG - Packaging
PKG 810,Packaging Professional Seminar,PKG - Packaging
PKG 814,Packaging for Food Safety,PKG - Packaging
PKG 815,Permeability and Shelf Life,PKG - Packaging
PKG 817,Instruments for Analysis of Packaging Materials,PKG - Packaging
PKG 825,Polymeric Packaging Materials,PKG - Packaging
PKG 840,Anti-Counterfeit Strategy and Product Protection,PKG - Packaging
PKG 860,Research Methods,PKG - Packaging
PKG 875,Stability and Recyclability of Packaging Materials,PKG - Packaging
PKG 880,"Life Cycle Assessment: Background, Principles, Calculations, and Applications",PKG - Packaging
PKG 890,Independent Study in Packaging,PKG - Packaging
PKG 891,Selected Topics,PKG - Packaging
PKG 899,Master's Thesis Research,PKG - Packaging
PKG 985,Analytical Solutions to Packaging Design,PKG - Packaging
PKG 990,Independent Study in Packaging,PKG - Packaging
PKG 992,Packaging Seminar,PKG - Packaging
PKG 999,Doctoral Dissertation Research,PKG - Packaging
PLB 105,Plant Biology,PLB - Plant Biology
PLB 106,Plant Biology Laboratory,PLB - Plant Biology
PLB 203,Biology of Plants,PLB - Plant Biology
PLB 218,Plants of Michigan,PLB - Plant Biology
PLB 301,Introductory Plant Physiology,PLB - Plant Biology
PLB 341,Fundamental Genetics,PLB - Plant Biology
PLB 355,Ecology,PLB - Plant Biology
PLB 355L,Ecology Laboratory (W),PLB - Plant Biology
PLB 402,Biology of Fungi,PLB - Plant Biology
PLB 407,Diseases and Insects of Forest and Shade Trees,PLB - Plant Biology
PLB 410,Bioinformatics and Computational Biology,PLB - Plant Biology
PLB 415,Plant Physiology,PLB - Plant Biology
PLB 416L,Plant Physiology Laboratory,PLB - Plant Biology
PLB 418,Plant Systematics,PLB - Plant Biology
PLB 441,Plant Ecology,PLB - Plant Biology
PLB 443,Restoration Ecology,PLB - Plant Biology
PLB 445,Evolution (W),PLB - Plant Biology
PLB 485,Tropical Biology,PLB - Plant Biology
PLB 490,Directed Studies,PLB - Plant Biology
PLB 490H,Honors Directed Studies,PLB - Plant Biology
PLB 495,Internship in Plant Biology,PLB - Plant Biology
PLB 498,Undergraduate Research,PLB - Plant Biology
PLB 499,Senior Seminar (W),PLB - Plant Biology
PLB 801,Foundations of Plant Biology,PLB - Plant Biology
PLB 802,Selected Topics in Plant Biology,PLB - Plant Biology
PLB 805,Special Problems in Physiology and Biochemistry,PLB - Plant Biology
PLB 806,Special Problems in Genetics and Molecular Biology,PLB - Plant Biology
PLB 807,Special Problems in Mycology,PLB - Plant Biology
PLB 809,"Special Problems in Ecology, Systematics, and Evolution",PLB - Plant Biology
PLB 812,Principles and Applications of Plant Genomics,PLB - Plant Biology
PLB 814,Advanced Principles and Applications of Epigenetics,PLB - Plant Biology
PLB 815,Molecular Plant Sciences Seminar,PLB - Plant Biology
PLB 828,Molecular Ecology and Conservation Genetics,PLB - Plant Biology
PLB 830,Statistical Methods in Ecology and Evolution I,PLB - Plant Biology
PLB 831,Statistical Methods in Ecology and Evolution II,PLB - Plant Biology
PLB 841,Foundation in Computational and Plant Sciences,PLB - Plant Biology
PLB 843,Forum in Computational and Plant Sciences,PLB - Plant Biology
PLB 844,Frontiers in Computational and Plant Sciences,PLB - Plant Biology
PLB 847,Advanced Mycology,PLB - Plant Biology
PLB 849,Evolutionary Biology,PLB - Plant Biology
PLB 856,Plant Molecular and Omic Biology,PLB - Plant Biology
PLB 863,Environmental Plant Physiology,PLB - Plant Biology
HRT 863,Environmental Plant Physiology (Interim Change),PLB - Plant Biology
PLB 864,Biotechnology and Plant Biochemistry,PLB - Plant Biology
PLB 866,Molecular Plant Physiology,PLB - Plant Biology
PLB 884,Prokaryotic Diseases of Plants,PLB - Plant Biology
PLB 891,Current Topics in Ecology and Evolution,PLB - Plant Biology
PLB 896,Population and Community Ecology,PLB - Plant Biology
PLB 898,Population and Community Ecology Theory Laboratory,PLB - Plant Biology
PLB 899,Master's Thesis Research,PLB - Plant Biology
PLB 999,Doctoral Dissertation Research,PLB - Plant Biology
PLP 105,Fundamentals of Applied Plant Pathology,PLP - Plant Pathology
PLP 105L,Fundamentals of Applied Plant Pathology Lab,PLP - Plant Pathology
PLP 266,Turf Pathology,PLP - Plant Pathology
PLP 402,Biology of Fungi,PLP - Plant Pathology
PLP 405,Plant Pathology,PLP - Plant Pathology
PLP 407,Diseases and Insects of Forest and Shade Trees,PLP - Plant Pathology
PLP 490,Independent Study,PLP - Plant Pathology
PLP 491,Selected Topics in Plant Pathology,PLP - Plant Pathology
PLP 492,Seminar,PLP - Plant Pathology
PLP 493,Professional Internship in Plant Pathology,PLP - Plant Pathology
PLP 498,Undergraduate Research,PLP - Plant Pathology
PLP 805,Principles in Plant Pathology,PLP - Plant Pathology
PLP 812,Epidemiology of Plant Diseases,PLP - Plant Pathology
PLP 847,Advanced Mycology,PLP - Plant Pathology
PLP 850,Physiological Plant Pathology,PLP - Plant Pathology
PLP 881,Molecular and Biochemical Plant Pathology,PLP - Plant Pathology
PLP 884,Prokaryotic Diseases of Plants,PLP - Plant Pathology
PLP 885,Plant Diseases in the Field,PLP - Plant Pathology
PLP 890,Independent Study,PLP - Plant Pathology
PLP 893,Selected Topics,PLP - Plant Pathology
PLP 894,Seminar in Plant Pathology,PLP - Plant Pathology
PLP 898,Master's Research,PLP - Plant Pathology
PLP 899,Master's Thesis Research,PLP - Plant Pathology
PLP 999,Doctoral Dissertation Research,PLP - Plant Pathology
PLS 100,Introduction to American Politics,PLS - Political Science
PLS 120,Introduction to Law,PLS - Political Science
PLS 140,Introduction to Comparative Politics,PLS - Political Science
PLS 160,Introduction to International Relations,PLS - Political Science
PLS 170,Introduction to Political Philosophy,PLS - Political Science
PLS 200,Introduction to Political Science,PLS - Political Science
PLS 201,Introduction to Methods of Political Analysis,PLS - Political Science
PLS 202,Introduction to Data Analytics and the Social Sciences,PLS - Political Science
PLS 301,American State Government,PLS - Political Science
PLS 302,Urban Politics,PLS - Political Science
PLS 304,Minority Politics,PLS - Political Science
PLS 310,Public Administration and Policy Making,PLS - Political Science
PLS 313,American Public Policy,PLS - Political Science
PLS 320,Judicial Politics,PLS - Political Science
PLS 321,Constitutional Law,PLS - Political Science
PLS 322,Comparative Legal Systems,PLS - Political Science
PLS 324,Congress,PLS - Political Science
PLS 325,The Presidency,PLS - Political Science
PLS 333,Public Opinion and Political Behavior,PLS - Political Science
PLS 334,Campaigns and Elections,PLS - Political Science
PLS 342,Comparative Political Economy,PLS - Political Science
PLS 344,Politics of Developing Areas,PLS - Political Science
PLS 345,Religion and World Politics,PLS - Political Science
PLS 346,Middle East Politics,PLS - Political Science
PLS 347,Democratic Regimes,PLS - Political Science
PLS 351,African Politics,PLS - Political Science
PLS 352,Latin American Politics,PLS - Political Science
PLS 354,Politics of Asia,PLS - Political Science
PLS 356,Politics of Europe and the European Union,PLS - Political Science
PLS 357,Politics of English Speaking Democracies,PLS - Political Science
PLS 358,Politics of the U.S.S.R. and Its Successor States,PLS - Political Science
PLS 363,International and Domestic Political Conflict,PLS - Political Science
PLS 364,Politics of the United Nations and International Organizations,PLS - Political Science
PLS 371,Classical Political Philosophy,PLS - Political Science
PLS 372,Modern Political Philosophy,PLS - Political Science
PLS 377,American Political Thought,PLS - Political Science
PLS 392,Special Topics in Political Science,PLS - Political Science
PLS 397,Analyzing and Visualizing Data in Politics,PLS - Political Science
PLS 422,Seminar in Political Science (W),PLS - Political Science
PLS 441,Islam and World Politics,PLS - Political Science
PLS 481,Undergraduate Research Seminar (W),PLS - Political Science
PLS 490,Guided Research,PLS - Political Science
PLS 491H,Senior Honors Thesis,PLS - Political Science
PLS 494,Field Experience in Political Science,PLS - Political Science
PLS 495,Independent Study,PLS - Political Science
PLS 800,Proseminar: Political Theory and Research Methods,PLS - Political Science
PLS 801,Quantitative Techniques in Public Policy and Political Science I,PLS - Political Science
PLS 802,Quantitative Techniques in Public Policy and Political Science II,PLS - Political Science
PLS 809,Proseminar in Formal Theory,PLS - Political Science
PLS 811,Proseminar in Policy Analysis,PLS - Political Science
PLS 820,Proseminar in American Politics,PLS - Political Science
PLS 822,Urban Government and Politics,PLS - Political Science
PLS 826,International Development: Theory and Practice,PLS - Political Science
PLS 828,Public Opinion and Political Behavior,PLS - Political Science
PLS 850,Proseminar in Comparative Politics,PLS - Political Science
PLS 854,Comparative Political Institutions,PLS - Political Science
PLS 857,Parties and Elections,PLS - Political Science
PLS 860,Proseminar in International Relations,PLS - Political Science
PLS 870,Proseminar in Political Thought,PLS - Political Science
PLS 871,Classical Political Philosophy,PLS - Political Science
PLS 872,Modern Political Philosophy,PLS - Political Science
PLS 884,Proseminar on Political Institutions and Public Choice,PLS - Political Science
PLS 900,Research Seminar in Political Methodology,PLS - Political Science
PLS 910,Research Seminar in Public Policy and Public Administration,PLS - Political Science
PLS 920,Research Seminar in American Politics,PLS - Political Science
PLS 932,Education Policy Implementation,PLS - Political Science
PLS 933,Evaluation of Education Policy Implementation,PLS - Political Science
PLS 950,Research Seminar in Comparative Politics,PLS - Political Science
PLS 960,Research Seminar in International Politics,PLS - Political Science
PLS 970,Research Seminar in Political Thought,PLS - Political Science
PLS 980,Research Seminar in Formal Theory,PLS - Political Science
PLS 990,Topics in Professional Development,PLS - Political Science
PLS 993,Readings in Political Science,PLS - Political Science
PLS 999,Doctoral Dissertation Research,PLS - Political Science
PMR 590,Special Problems,PMR - Physical Medicine and Rehabilitation
PMR 601,Physical Medicine and Rehabilitation Clerkship,PMR - Physical Medicine and Rehabilitation
PPL 801,Quantitative Methods in Public Policy,PPL - Public Policy
PPL 802,Quantitative Methods in Public Policy II,PPL - Public Policy
PPL 805,Microeconomic Theory,PPL - Public Policy
PPL 806,Policy Evaluation,PPL - Public Policy
PPL 807,Public Policy,PPL - Public Policy
PPL 808,Policy Development and Administration,PPL - Public Policy
PPL 813,Public Finance,PPL - Public Policy
PPL 890,Policy Workshop,PPL - Public Policy
PPL 891,Issues in Public Policy,PPL - Public Policy
PPL 894,Field Experience Practicum,PPL - Public Policy
PR 225,Writing for Public Relations,PR - Public Relations
PR 260,Principles of Public Relations,PR - Public Relations
PR 300,Public Relations Theory and Ethics,PR - Public Relations
PR 305,Methods of Public Relations Inquiry,PR - Public Relations
PR 310,"Diversity, Equity, and Inclusion in Public Relations and Advertising",PR - Public Relations
PR 320,"Public Relations Storytelling for Digital, Video and Print",PR - Public Relations
PR 325,Intermediate Social Media and Public Relations Techniques,PR - Public Relations
PR 330,Social Media Management,PR - Public Relations
PR 335,Advanced Social Media and Public Relations Techniques,PR - Public Relations
PR 425,Public Relations Strategy and Ethics in a Digital World,PR - Public Relations
PR 485,Integrated Public Relations Campaigns (W),PR - Public Relations
PR 492,Special Topics in Public Relations,PR - Public Relations
PR 493,Public Relations Internship,PR - Public Relations
PR 494,Public Relations Research Experience,PR - Public Relations
PRT 150,Intensive Beginning Portuguese,PRT - Portuguese
PRT 250,Intensive Intermediate Portuguese,PRT - Portuguese
PRT 290,Independent Study,PRT - Portuguese
PRT 320,Advanced Portuguese,PRT - Portuguese
PRT 340,Topics in Luso-Brazilian Language and Culture,PRT - Portuguese
PRT 350,Introduction to Literary Analysis (W),PRT - Portuguese
PRT 490,Independent Study,PRT - Portuguese
PSC 591,Special Problems in Psychiatry,PSC - Psychiatry
PSC 602,Primary Care Ambulatory Clerkship,PSC - Psychiatry
PSC 603,Core Clinical Concepts,PSC - Psychiatry
PSC 608,Psychiatry and Behavioral Science Clerkship,PSC - Psychiatry
PSC 609,Adult Psychiatry Clerkship,PSC - Psychiatry
PSC 610,Child Psychiatry Clerkship,PSC - Psychiatry
PSC 611,Addiction Psychiatry Clerkship,PSC - Psychiatry
